product_name,price_usd,rating,number_of_reviews,gender_target,cruelty_free,country_of_origin,gender_id,country_id
Super Face Mask,89.95,2.7,1326,Unisex,False,South Korea,3,6
Divine Concealer,109.65,1.5,3830,Female,False,Australia,1,1
Ultra CC Cream,77.02,2.3,5789,Male,True,France,2,2
Super Primer,64.55,4.8,6147,Unisex,True,Australia,3,1
Super Concealer,89.62,4.5,2093,Unisex,False,France,3,2
Ultra Bronzer,93.05,2.4,2112,Female,False,Australia,1,1
Perfect Serum,11.02,1.1,3256,Unisex,False,UK,3,7
Ultra Blush,71.51,4.2,8641,Male,True,UK,2,7
Perfect Setting Spray,81.02,3.9,9666,Female,True,Italy,1,4
Magic Contour,74.42,2.8,5070,Male,False,Japan,2,5
Divine Lip Liner,21.93,4.3,8923,Female,True,South Korea,1,6
Perfect Eye Shadow,94.99,1.2,686,Male,True,Italy,2,4
Super Contour,50.21,3.0,3194,Female,True,Italy,1,4
Divine Contour,117.62,1.8,7193,Male,True,Australia,2,1
Ultra Exfoliator,39.93,1.8,6299,Unisex,False,Japan,3,5
Magic Mascara,90.04,3.3,9608,Male,False,South Korea,2,6
Magic Cleanser,55.07,1.2,4091,Unisex,True,Japan,3,5
Divine Serum,103.96,4.1,1874,Unisex,True,Germany,3,3
Divine Exfoliator,28.35,3.7,2437,Female,True,Australia,1,1
Perfect Eyeliner,53.4,1.8,4385,Male,False,Australia,2,1
Ultra Bronzer,126.27,2.3,9107,Male,True,France,2,2
Ultra Makeup Remover,51.77,3.0,6536,Male,False,Japan,2,5
Ultra Powder,141.22,4.5,8047,Female,True,Germany,1,3
Ultra Exfoliator,73.53,4.7,7966,Female,True,Italy,1,4
Magic Highlighter,134.08,1.7,9614,Unisex,True,USA,3,8
Perfect Exfoliator,73.29,3.1,3757,Unisex,False,Italy,3,4
Ultra Highlighter,135.5,2.6,5635,Male,False,Japan,2,5
Super Concealer,24.02,4.4,6165,Female,True,UK,1,7
Magic Eyeliner,110.66,2.0,8831,Unisex,True,UK,3,7
Ultra Lipstick,81.17,1.0,7946,Female,False,Japan,1,5
Perfect Bronzer,119.4,2.1,5377,Female,False,Germany,1,3
Magic Concealer,89.68,3.6,378,Unisex,True,UK,3,7
Super Powder,38.68,4.3,1704,Unisex,True,Italy,3,4
Ultra Powder,115.75,2.9,4635,Male,False,Japan,2,5
Ultra Primer,42.38,1.0,5464,Male,False,South Korea,2,6
Perfect Eyeliner,11.6,3.6,1319,Female,True,Australia,1,1
Divine Concealer,139.82,1.6,6026,Unisex,False,Germany,3,3
Divine Lip Liner,138.14,4.7,8869,Male,False,France,2,2
Magic Mascara,107.78,1.4,3117,Female,False,Japan,1,5
Ultra CC Cream,106.43,4.2,4996,Unisex,True,USA,3,8
Ultra BB Cream,40.45,1.5,522,Male,False,Australia,2,1
Ultra Eyeliner,92.03,3.9,389,Male,False,South Korea,2,6
Divine Makeup Remover,126.8,2.0,3300,Female,False,Australia,1,1
Perfect Lip Liner,149.97,4.8,2239,Male,False,Japan,2,5
Magic Powder,126.09,4.9,7297,Female,False,UK,1,7
Super Bronzer,54.69,2.9,4011,Male,False,Australia,2,1
Ultra Blush,119.33,1.2,1412,Unisex,True,Italy,3,4
Magic Lip Liner,80.89,2.3,5590,Male,False,South Korea,2,6
Super Exfoliator,130.92,3.5,7628,Unisex,False,Japan,3,5
Magic Lipstick,16.6,1.1,636,Female,True,Italy,1,4
Ultra Foundation,46.64,3.7,995,Female,False,UK,1,7
Divine Exfoliator,106.03,4.5,4260,Unisex,False,Germany,3,3
Perfect Exfoliator,120.25,3.5,8596,Male,False,Germany,2,3
Ultra Exfoliator,126.98,1.5,1295,Male,False,Italy,2,4
Super Concealer,86.52,3.9,7356,Female,True,UK,1,7
Ultra Serum,108.68,4.0,3872,Unisex,True,Japan,3,5
Divine Eyeliner,148.73,4.3,4604,Male,True,Italy,2,4
Magic Eye Shadow,129.19,4.0,2107,Male,False,South Korea,2,6
Perfect Blush,38.61,1.3,5781,Male,False,Australia,2,1
Perfect Foundation,105.93,3.8,6749,Male,False,South Korea,2,6
Divine Cleanser,39.38,3.4,3256,Female,True,Japan,1,5
Magic Powder,85.18,4.1,8731,Female,False,France,1,2
Divine Face Oil,23.06,3.6,5844,Unisex,False,Germany,3,3
Perfect Face Mask,43.37,1.4,347,Unisex,True,France,3,2
Divine Makeup Remover,143.05,2.9,2505,Male,False,UK,2,7
Ultra Lipstick,31.54,2.5,2387,Unisex,True,Germany,3,3
Super Lip Liner,143.04,2.0,4764,Unisex,True,Germany,3,3
Perfect Lipstick,79.8,1.4,1229,Male,True,USA,2,8
Perfect Bronzer,143.51,3.8,7257,Male,True,France,2,2
Divine Face Mask,120.31,2.1,200,Unisex,False,USA,3,8
Super Primer,42.44,4.5,1403,Female,False,USA,1,8
Divine BB Cream,47.37,2.7,6676,Unisex,False,South Korea,3,6
Super Concealer,115.56,4.5,3954,Female,False,Japan,1,5
Perfect Contour,112.11,2.8,3294,Female,False,Italy,1,4
Divine Eyeliner,120.85,3.6,2127,Female,True,Germany,1,3
Magic Concealer,45.23,1.7,1603,Male,True,South Korea,2,6
Divine Setting Spray,15.21,2.1,3617,Female,False,USA,1,8
Super Highlighter,20.71,4.9,1799,Male,False,Italy,2,4
Perfect Eye Shadow,60.78,4.7,6080,Female,True,Germany,1,3
Super Highlighter,21.21,2.2,5031,Male,False,Japan,2,5
Ultra Foundation,19.83,1.7,371,Unisex,False,USA,3,8
Super Eyeliner,36.61,2.2,9712,Unisex,True,Japan,3,5
Super Face Oil,148.52,4.4,5282,Male,True,Australia,2,1
Super Blush,20.78,2.3,1622,Unisex,False,Germany,3,3
Magic Lip Liner,145.06,2.6,7875,Male,True,USA,2,8
Magic Eyeliner,16.06,2.8,8906,Male,False,France,2,2
Magic Makeup Remover,25.49,2.9,9961,Male,False,South Korea,2,6
Divine Foundation,55.0,3.6,9811,Female,True,France,1,2
Magic Exfoliator,114.46,5.0,7336,Female,False,Italy,1,4
Ultra Contour,110.48,3.6,342,Unisex,False,USA,3,8
Super Mascara,41.16,2.5,5172,Male,True,UK,2,7
Ultra Lip Gloss,25.82,4.0,2339,Unisex,True,USA,3,8
Magic Contour,60.9,2.8,7146,Unisex,False,Italy,3,4
Super Moisturizer,110.94,4.1,5115,Female,True,USA,1,8
Divine Exfoliator,116.98,2.6,9806,Female,True,Germany,1,3
Magic Lip Liner,25.2,4.1,4337,Female,False,Japan,1,5
Ultra Moisturizer,116.76,1.5,2827,Female,False,UK,1,7
Divine Blush,24.25,4.3,7384,Male,False,South Korea,2,6
Perfect Makeup Remover,43.66,4.7,785,Unisex,False,UK,3,7
Magic Lip Gloss,17.44,1.4,3566,Unisex,False,France,3,2
Super Exfoliator,16.74,1.1,8404,Male,False,Italy,2,4
Divine Eyeliner,102.25,2.9,8907,Male,True,Germany,2,3
Magic Lip Gloss,91.79,4.8,5274,Female,False,USA,1,8
Magic Lipstick,88.14,2.1,2464,Male,False,Germany,2,3
Magic Eye Shadow,44.53,3.5,3631,Male,True,Italy,2,4
Ultra BB Cream,70.03,3.5,5953,Unisex,False,South Korea,3,6
Super Makeup Remover,133.65,2.6,2224,Female,False,South Korea,1,6
Divine Eyeliner,80.32,3.6,8506,Male,True,Italy,2,4
Ultra Powder,22.31,1.4,9934,Female,True,Italy,1,4
Super Foundation,27.13,1.7,9654,Unisex,True,South Korea,3,6
Ultra Concealer,16.81,1.8,3283,Unisex,True,Germany,3,3
Magic Eye Shadow,147.32,3.5,9908,Unisex,True,UK,3,7
Divine Serum,13.32,3.3,144,Male,True,South Korea,2,6
Magic Mascara,36.81,2.2,4862,Female,True,Japan,1,5
Ultra Lip Gloss,24.88,3.6,9941,Female,True,France,1,2
Perfect Setting Spray,129.82,2.8,3587,Female,True,USA,1,8
Ultra Lipstick,65.04,4.5,3482,Unisex,False,France,3,2
Perfect Highlighter,47.73,3.8,7060,Female,False,UK,1,7
Ultra Makeup Remover,81.46,3.7,5129,Female,False,South Korea,1,6
Divine Concealer,105.22,2.8,7931,Female,True,Italy,1,4
Divine Serum,85.04,2.2,2256,Male,False,USA,2,8
Perfect Mascara,128.42,1.9,7564,Female,True,UK,1,7
Perfect Face Mask,149.87,4.0,9281,Male,True,France,2,2
Ultra Setting Spray,97.33,2.2,3628,Male,False,Germany,2,3
Super Blush,74.8,2.1,611,Female,False,South Korea,1,6
Divine Powder,120.97,3.7,5958,Female,True,USA,1,8
Super Eyeliner,22.85,2.9,7694,Female,False,USA,1,8
Divine Eye Shadow,53.0,2.4,8821,Male,False,Germany,2,3
Super Contour,18.21,1.9,5462,Unisex,False,Australia,3,1
Super Mascara,36.08,4.3,416,Unisex,False,Australia,3,1
Magic Contour,118.63,1.2,9841,Female,False,USA,1,8
Perfect BB Cream,90.77,3.0,7833,Male,True,France,2,2
Ultra Setting Spray,82.39,3.5,9142,Male,True,Japan,2,5
Divine Cleanser,134.86,2.1,2255,Male,True,USA,2,8
Perfect Eye Shadow,106.39,1.7,9627,Male,False,UK,2,7
Magic Contour,11.27,4.8,5573,Male,False,Australia,2,1
Ultra Highlighter,123.56,4.6,8453,Unisex,True,UK,3,7
Magic Eye Shadow,54.27,3.7,3259,Unisex,False,Japan,3,5
Divine Face Mask,146.66,4.3,4755,Male,True,Germany,2,3
Super Primer,91.02,3.7,7331,Male,False,Australia,2,1
Perfect Lip Liner,69.22,2.3,7201,Female,False,France,1,2
Super Exfoliator,117.07,2.0,3440,Female,False,Australia,1,1
Super Lip Gloss,67.17,2.2,8061,Male,False,UK,2,7
Divine Concealer,76.36,2.7,4080,Unisex,True,Italy,3,4
Divine Cleanser,84.91,4.9,1295,Female,False,France,1,2
Magic Foundation,21.63,3.2,4461,Female,False,Germany,1,3
Divine Powder,121.89,3.5,4725,Male,True,Italy,2,4
Super Mascara,12.04,2.6,249,Unisex,True,Australia,3,1
Magic Makeup Remover,24.2,3.3,5635,Male,True,Germany,2,3
Super Highlighter,47.31,2.2,2839,Female,True,France,1,2
Divine Powder,57.41,1.9,8553,Unisex,False,Japan,3,5
Perfect CC Cream,40.85,4.5,3805,Female,True,USA,1,8
Super Powder,54.85,1.1,431,Unisex,False,France,3,2
Perfect Lipstick,130.46,1.6,4666,Female,True,Japan,1,5
Super Concealer,19.88,2.8,5310,Unisex,False,UK,3,7
Magic Eyeliner,26.08,3.3,5498,Unisex,False,Japan,3,5
Super Mascara,138.93,4.3,2227,Female,False,UK,1,7
Ultra Lipstick,128.34,2.1,2779,Male,True,South Korea,2,6
Divine Primer,97.99,2.9,973,Female,True,Japan,1,5
Super Eye Shadow,24.81,3.6,3117,Female,True,Japan,1,5
Perfect Lipstick,113.87,4.3,4303,Female,True,Germany,1,3
Magic Concealer,75.28,1.2,5477,Male,True,Japan,2,5
Ultra Concealer,138.19,4.4,2446,Female,False,Japan,1,5
Perfect Mascara,90.21,3.8,5790,Male,True,Japan,2,5
Super Foundation,114.6,4.5,4690,Female,True,Japan,1,5
Super Highlighter,143.58,2.0,4251,Male,True,Japan,2,5
Perfect Contour,67.02,4.7,4115,Female,True,Italy,1,4
Divine Makeup Remover,112.78,4.4,988,Female,True,USA,1,8
Super Bronzer,137.35,4.2,3341,Male,True,Australia,2,1
Super Blush,74.51,1.8,8909,Female,True,USA,1,8
Perfect Face Mask,49.58,2.2,7966,Unisex,True,UK,3,7
Divine CC Cream,97.17,2.1,7254,Male,True,Japan,2,5
Perfect Cleanser,129.23,4.8,526,Male,False,Australia,2,1
Perfect Setting Spray,105.79,3.8,9244,Unisex,True,France,3,2
Magic Mascara,66.95,3.7,4666,Male,False,Germany,2,3
Ultra Contour,62.92,2.9,8583,Female,False,Italy,1,4
Divine Powder,136.71,1.3,5343,Unisex,False,Australia,3,1
Perfect Powder,86.92,4.9,1738,Unisex,True,Italy,3,4
Divine Lip Gloss,103.73,2.9,516,Female,False,UK,1,7
Magic Serum,105.89,2.5,2158,Unisex,False,UK,3,7
Divine Contour,75.99,1.7,7765,Male,False,Australia,2,1
Divine Serum,42.98,2.8,6787,Male,True,France,2,2
Super BB Cream,60.46,1.5,2719,Female,True,USA,1,8
Divine Primer,148.28,1.8,783,Male,True,France,2,2
Perfect Eye Shadow,10.7,2.9,7079,Male,True,Australia,2,1
Magic Primer,142.7,4.8,4030,Female,True,South Korea,1,6
Super Cleanser,23.47,4.6,2014,Unisex,True,Germany,3,3
Super Lip Liner,22.02,5.0,7042,Unisex,True,Germany,3,3
Magic Makeup Remover,137.08,1.5,7919,Female,False,USA,1,8
Super Lipstick,97.94,3.9,3977,Female,True,Italy,1,4
Perfect Moisturizer,59.78,2.7,9496,Unisex,True,USA,3,8
Magic Highlighter,114.32,1.3,3860,Male,False,France,2,2
Divine Lip Gloss,78.14,4.9,255,Female,True,UK,1,7
Ultra Lip Liner,66.93,1.5,9469,Female,True,France,1,2
Super Face Mask,30.96,4.9,8538,Unisex,False,South Korea,3,6
Magic Bronzer,119.13,3.1,3230,Female,True,USA,1,8
Magic BB Cream,39.33,1.0,7757,Male,True,South Korea,2,6
Perfect Mascara,101.63,2.4,468,Female,False,Germany,1,3
Ultra Lipstick,107.32,3.0,5419,Unisex,False,South Korea,3,6
Ultra Face Mask,50.14,3.0,3715,Male,True,Germany,2,3
Super Foundation,59.69,4.3,4723,Female,False,Italy,1,4
Ultra BB Cream,114.0,3.2,7555,Female,True,South Korea,1,6
Super Lip Liner,118.58,2.6,5963,Female,True,USA,1,8
Perfect Eye Shadow,44.97,1.9,4324,Male,True,Germany,2,3
Ultra Bronzer,53.48,1.5,8404,Unisex,True,Germany,3,3
Magic Eyeliner,58.8,3.4,5407,Unisex,False,France,3,2
Divine Exfoliator,12.12,3.9,9625,Male,True,France,2,2
Ultra Contour,120.54,4.5,3498,Male,True,Australia,2,1
Perfect Eye Shadow,110.89,4.4,175,Male,False,Germany,2,3
Magic Bronzer,132.29,2.3,2737,Unisex,False,France,3,2
Super Face Oil,143.85,2.6,1148,Unisex,True,USA,3,8
Super Face Mask,101.42,2.2,3476,Female,True,UK,1,7
Divine Eye Shadow,10.45,1.4,7156,Male,False,Australia,2,1
Perfect Face Oil,96.24,3.0,4680,Male,False,Japan,2,5
Ultra Face Oil,60.46,3.2,8927,Female,False,France,1,2
Perfect Exfoliator,65.98,3.1,807,Male,False,South Korea,2,6
Perfect Foundation,138.6,1.4,3434,Female,False,Germany,1,3
Super Exfoliator,20.6,4.4,4746,Female,True,France,1,2
Perfect Face Mask,40.47,4.1,9177,Female,False,Japan,1,5
Perfect Eye Shadow,49.53,1.5,1788,Female,True,USA,1,8
Super Face Oil,58.98,4.5,9687,Female,False,USA,1,8
Divine CC Cream,130.65,2.1,5874,Unisex,True,Germany,3,3
Ultra Face Mask,86.32,2.2,1554,Unisex,True,Japan,3,5
Ultra Serum,76.26,1.4,8914,Unisex,False,France,3,2
Perfect Primer,53.09,3.2,8586,Unisex,False,Australia,3,1
Divine Serum,17.83,2.8,2865,Female,False,South Korea,1,6
Magic Foundation,124.03,2.8,1849,Female,True,Germany,1,3
Perfect Serum,18.73,1.3,3543,Unisex,False,Australia,3,1
Ultra Primer,132.72,4.3,2094,Male,True,France,2,2
Perfect Lip Liner,131.65,2.6,1897,Female,False,South Korea,1,6
Divine Concealer,101.11,3.5,1719,Male,False,Germany,2,3
Divine Exfoliator,52.74,4.6,4924,Male,True,France,2,2
Super Highlighter,58.53,2.0,5261,Female,False,UK,1,7
Magic Mascara,84.9,4.4,3909,Female,True,Australia,1,1
Magic Lip Liner,117.49,3.5,404,Unisex,False,UK,3,7
Magic Setting Spray,59.72,3.0,5739,Male,False,USA,2,8
Perfect Eyeliner,141.01,1.6,4095,Unisex,False,Japan,3,5
Super Makeup Remover,70.34,2.9,7506,Unisex,True,Germany,3,3
Magic Moisturizer,131.18,3.8,1811,Male,True,Japan,2,5
Divine Face Oil,137.32,2.1,4305,Female,False,Italy,1,4
Ultra Contour,70.15,2.8,1131,Male,True,Germany,2,3
Ultra Face Oil,73.46,1.6,6410,Female,True,USA,1,8
Super Powder,148.84,4.2,4139,Male,False,Italy,2,4
Ultra Foundation,141.0,4.7,4578,Male,False,UK,2,7
Magic Makeup Remover,50.09,4.9,5701,Male,False,USA,2,8
Magic Lip Liner,107.26,1.0,9291,Female,False,France,1,2
Perfect Lip Gloss,128.93,3.2,4715,Male,True,Italy,2,4
Divine Mascara,141.91,1.7,6809,Unisex,False,USA,3,8
Perfect Concealer,25.33,1.1,675,Unisex,False,Australia,3,1
Super Makeup Remover,60.59,2.5,9821,Male,True,Germany,2,3
Perfect Powder,129.53,1.6,4172,Unisex,True,South Korea,3,6
Perfect Face Oil,113.0,1.8,3575,Female,False,UK,1,7
Ultra Eyeliner,65.45,3.0,4472,Female,False,France,1,2
Magic Setting Spray,13.04,1.9,4256,Unisex,True,UK,3,7
Divine Powder,123.8,2.4,5641,Female,True,France,1,2
Super Lip Gloss,42.52,3.3,9121,Female,False,USA,1,8
Ultra Highlighter,126.59,4.2,4953,Female,True,France,1,2
Divine BB Cream,20.31,3.2,2877,Male,True,Australia,2,1
Divine Bronzer,107.9,4.7,3917,Female,False,UK,1,7
Magic BB Cream,113.48,4.8,2607,Unisex,False,UK,3,7
Ultra Contour,17.9,3.3,1633,Female,True,Japan,1,5
Perfect Contour,69.49,4.5,5517,Male,True,UK,2,7
Ultra Eye Shadow,62.12,2.5,5495,Unisex,True,Italy,3,4
Magic Exfoliator,121.01,1.7,1013,Male,True,UK,2,7
Ultra CC Cream,76.22,3.3,7603,Unisex,False,USA,3,8
Magic Face Oil,98.49,3.1,6219,Female,False,South Korea,1,6
Magic Cleanser,126.55,2.8,2187,Male,False,France,2,2
Divine Primer,95.62,2.9,8188,Unisex,True,Italy,3,4
Perfect Primer,135.83,3.5,5521,Unisex,True,Italy,3,4
Ultra Exfoliator,128.89,4.0,1098,Unisex,True,USA,3,8
Super Setting Spray,102.7,1.9,431,Male,False,France,2,2
Magic Eye Shadow,63.57,1.7,9812,Unisex,False,Japan,3,5
Divine Eyeliner,112.7,3.7,1466,Female,False,France,1,2
Magic Eye Shadow,45.55,4.8,3605,Female,False,France,1,2
Perfect Mascara,31.91,4.5,5083,Unisex,False,Italy,3,4
Divine Powder,127.94,3.8,3025,Unisex,True,Japan,3,5
Magic Cleanser,35.35,4.2,2937,Unisex,True,USA,3,8
Magic Lipstick,57.34,2.5,9215,Unisex,False,Japan,3,5
Perfect Highlighter,24.76,4.0,807,Male,False,UK,2,7
Divine Face Oil,97.29,1.3,5572,Male,True,Germany,2,3
Super Lipstick,37.6,1.3,1691,Female,False,Germany,1,3
Super Primer,87.55,1.5,7818,Female,False,Germany,1,3
Divine Bronzer,24.21,3.0,9704,Unisex,False,South Korea,3,6
Super Face Oil,28.21,1.3,8150,Unisex,True,South Korea,3,6
Ultra Eyeliner,84.64,4.2,415,Unisex,False,Germany,3,3
Magic Setting Spray,23.35,5.0,6907,Unisex,True,South Korea,3,6
Ultra Eyeliner,43.55,2.6,4827,Male,True,USA,2,8
Perfect Mascara,68.33,3.5,1513,Male,True,Italy,2,4
Magic Lip Gloss,47.43,4.9,4930,Female,False,Italy,1,4
Magic Lip Liner,142.24,4.8,1233,Unisex,True,Australia,3,1
Ultra Lip Liner,59.61,5.0,7504,Female,True,USA,1,8
Divine Highlighter,10.37,4.7,5922,Unisex,False,Italy,3,4
Ultra Eyeliner,137.47,4.5,775,Unisex,True,France,3,2
Ultra Moisturizer,90.04,1.8,8094,Female,False,USA,1,8
Perfect Lip Liner,64.88,1.8,5837,Unisex,True,France,3,2
Ultra Lipstick,60.99,2.7,7666,Female,False,Japan,1,5
Ultra Face Oil,36.41,4.1,4901,Female,False,South Korea,1,6
Super Blush,82.58,4.4,1149,Unisex,False,France,3,2
Ultra Highlighter,45.07,2.8,2182,Female,False,South Korea,1,6
Perfect Lip Liner,130.02,4.4,9764,Female,False,Italy,1,4
Super Foundation,45.3,3.7,8197,Unisex,True,Australia,3,1
Magic Lip Liner,45.6,4.5,2103,Male,True,Italy,2,4
Perfect BB Cream,57.49,4.5,8292,Female,False,France,1,2
Ultra Lip Gloss,71.02,4.9,695,Female,False,France,1,2
Perfect Face Mask,119.91,1.6,7876,Male,True,Italy,2,4
Perfect Cleanser,72.11,2.1,6415,Unisex,True,UK,3,7
Super Setting Spray,71.69,1.5,4568,Female,False,Italy,1,4
Divine Mascara,90.28,2.2,2355,Female,True,Italy,1,4
Divine Serum,99.41,4.9,1125,Unisex,True,UK,3,7
Magic Makeup Remover,65.54,4.4,8503,Male,False,South Korea,2,6
Super Mascara,28.73,4.9,7373,Unisex,False,Japan,3,5
Super Lip Gloss,115.53,4.7,4611,Female,True,USA,1,8
Super Face Oil,27.27,1.7,7984,Male,True,Australia,2,1
Super Blush,27.83,2.5,3056,Female,False,France,1,2
Perfect Face Oil,79.88,1.6,8834,Unisex,False,Germany,3,3
Perfect Mascara,26.65,1.1,7008,Male,True,Australia,2,1
Super Powder,80.79,3.7,947,Male,True,France,2,2
Super Face Oil,31.58,3.7,4408,Female,True,Japan,1,5
Ultra Exfoliator,99.01,1.1,4480,Male,True,France,2,2
Super Lip Liner,126.93,3.9,1152,Male,True,USA,2,8
Magic Makeup Remover,53.43,1.9,2064,Unisex,True,Australia,3,1
Magic Makeup Remover,81.67,3.3,3491,Unisex,True,UK,3,7
Magic Makeup Remover,115.97,3.0,5349,Female,False,Japan,1,5
Ultra Bronzer,15.38,2.9,470,Female,True,France,1,2
Perfect Makeup Remover,65.51,3.5,631,Female,False,Australia,1,1
Perfect Lipstick,93.69,4.7,5889,Unisex,True,France,3,2
Perfect Serum,80.5,2.1,312,Unisex,False,Italy,3,4
Ultra BB Cream,120.64,1.5,6844,Female,False,USA,1,8
Ultra Powder,142.77,3.2,7607,Male,False,South Korea,2,6
Divine Setting Spray,10.56,1.4,9546,Unisex,False,South Korea,3,6
Super Serum,30.1,1.7,220,Unisex,True,Australia,3,1
Divine Cleanser,69.68,4.5,4152,Male,True,Germany,2,3
Ultra Lip Gloss,105.26,3.8,5233,Male,False,Germany,2,3
Super Eyeliner,139.11,1.0,6009,Unisex,True,Australia,3,1
Ultra Eye Shadow,44.6,4.2,6357,Female,True,South Korea,1,6
Super Concealer,104.4,1.5,9792,Unisex,True,USA,3,8
Perfect Lip Liner,119.6,3.8,634,Male,True,France,2,2
Super BB Cream,115.61,2.4,2261,Unisex,True,Germany,3,3
Ultra Eyeliner,36.94,1.7,2756,Unisex,True,Germany,3,3
Magic Makeup Remover,66.63,4.4,834,Male,False,France,2,2
Divine Exfoliator,78.73,4.6,5596,Male,False,UK,2,7
Magic Primer,100.9,2.9,9781,Unisex,False,South Korea,3,6
Ultra Exfoliator,96.09,4.2,5677,Male,False,UK,2,7
Ultra Eyeliner,44.85,4.7,5820,Male,True,UK,2,7
Super Cleanser,53.12,4.4,447,Unisex,False,Australia,3,1
Magic Blush,86.34,1.6,5848,Male,False,Italy,2,4
Super Face Oil,149.85,2.8,7835,Female,True,UK,1,7
Divine Lip Gloss,67.0,4.2,1356,Male,True,Italy,2,4
Super Bronzer,10.49,1.5,6630,Female,False,Germany,1,3
Magic Mascara,119.32,2.8,8519,Female,False,USA,1,8
Super Lipstick,100.97,1.2,771,Male,False,Germany,2,3
Ultra Blush,105.55,3.2,1924,Unisex,True,Japan,3,5
Super Exfoliator,21.82,1.6,5806,Unisex,False,South Korea,3,6
Divine Foundation,54.79,4.0,5174,Female,False,Germany,1,3
Magic Contour,73.23,3.4,297,Female,False,Italy,1,4
Magic Bronzer,16.19,1.6,4458,Unisex,False,UK,3,7
Super Primer,26.77,2.5,1120,Male,False,UK,2,7
Ultra Eyeliner,145.41,3.1,4485,Unisex,False,South Korea,3,6
Perfect Cleanser,41.56,4.7,353,Unisex,True,Japan,3,5
Divine CC Cream,105.6,2.6,8307,Unisex,False,Germany,3,3
Perfect Face Oil,137.06,2.7,2960,Male,True,France,2,2
Super Primer,76.05,2.1,360,Female,False,Japan,1,5
Ultra Bronzer,89.11,1.6,7881,Unisex,True,Japan,3,5
Divine Eye Shadow,114.08,2.5,6664,Unisex,True,UK,3,7
Magic Setting Spray,127.62,4.8,9986,Female,True,France,1,2
Super Lip Gloss,74.84,2.1,2421,Male,False,UK,2,7
Magic Blush,120.78,5.0,9695,Female,False,UK,1,7
Ultra Lipstick,41.08,4.1,9822,Male,True,Italy,2,4
Magic Face Mask,117.12,3.5,7100,Male,False,Italy,2,4
Divine Setting Spray,111.91,2.3,9528,Male,False,Japan,2,5
Divine Lip Gloss,94.55,3.2,1028,Female,True,France,1,2
Magic Cleanser,96.25,3.2,413,Unisex,True,Italy,3,4
Super BB Cream,55.2,3.1,8405,Unisex,False,Italy,3,4
Ultra Contour,46.37,4.5,779,Male,True,UK,2,7
Magic Concealer,52.83,1.2,3896,Female,True,Japan,1,5
Ultra Lipstick,23.87,3.3,1654,Female,False,Italy,1,4
Super Bronzer,42.27,3.3,1563,Male,True,South Korea,2,6
Perfect Face Mask,81.95,3.8,6882,Male,True,Italy,2,4
Magic Lipstick,80.49,1.7,1108,Female,False,USA,1,8
Divine Mascara,128.34,1.6,9754,Male,True,South Korea,2,6
Magic Lip Liner,86.83,3.8,3672,Male,False,Japan,2,5
Divine Cleanser,88.43,5.0,295,Male,True,Germany,2,3
Perfect Highlighter,39.08,3.1,5848,Unisex,False,UK,3,7
Super CC Cream,102.41,4.4,9584,Female,True,USA,1,8
Super Mascara,38.76,3.4,472,Unisex,True,South Korea,3,6
Perfect Lipstick,138.05,3.2,2414,Male,True,Germany,2,3
Perfect Eye Shadow,121.42,1.5,6237,Unisex,True,Italy,3,4
Divine Lipstick,72.93,3.6,9136,Female,False,USA,1,8
Divine Moisturizer,61.34,2.8,5736,Male,True,UK,2,7
Magic Setting Spray,30.2,1.5,1684,Female,False,Germany,1,3
Super Bronzer,95.7,1.6,5975,Female,False,USA,1,8
Perfect Cleanser,10.59,1.1,2600,Male,True,France,2,2
Super Serum,88.42,2.5,9261,Male,False,UK,2,7
Magic Bronzer,51.55,2.9,7823,Male,True,UK,2,7
Magic Exfoliator,100.42,3.8,3470,Unisex,True,South Korea,3,6
Magic Blush,92.82,1.6,7727,Male,False,Japan,2,5
Ultra Concealer,42.0,2.4,4007,Male,False,Germany,2,3
Magic Contour,14.67,1.5,1518,Male,False,USA,2,8
Ultra Eye Shadow,13.37,4.4,5563,Unisex,True,UK,3,7
Super Face Oil,127.49,4.3,3550,Unisex,True,Japan,3,5
Super Blush,136.19,4.9,4132,Male,True,Germany,2,3
Ultra Moisturizer,52.78,1.1,2779,Male,False,Japan,2,5
Super Face Mask,51.62,2.3,1210,Male,True,UK,2,7
Magic Powder,49.35,1.2,7631,Unisex,False,UK,3,7
Ultra Setting Spray,16.82,3.5,3195,Male,True,USA,2,8
Super Moisturizer,36.18,2.3,5260,Unisex,True,USA,3,8
Perfect Face Oil,131.65,2.6,8307,Male,False,South Korea,2,6
Super Makeup Remover,49.76,4.6,7305,Unisex,False,UK,3,7
Super Makeup Remover,120.08,1.1,2552,Female,False,Germany,1,3
Divine Concealer,76.24,3.7,5937,Unisex,True,France,3,2
Divine CC Cream,52.1,4.7,3242,Male,False,Australia,2,1
Magic Cleanser,18.5,1.6,5400,Female,False,South Korea,1,6
Ultra Eyeliner,111.96,2.7,6371,Female,True,USA,1,8
Ultra Cleanser,95.98,1.3,4804,Female,False,Japan,1,5
Magic BB Cream,130.61,4.8,8175,Female,False,Australia,1,1
Perfect Bronzer,78.6,1.7,6904,Unisex,False,Japan,3,5
Perfect Lipstick,92.67,3.8,5684,Female,True,South Korea,1,6
Perfect Lip Liner,32.03,3.6,2788,Female,False,Japan,1,5
Divine Eye Shadow,43.97,1.0,3525,Male,True,Italy,2,4
